CustomerID,CustomerName,Segment,City,Region,Country
C0043,Customer 0043,Consumer,Kolkata,East,India
C0044,Customer 0044,Consumer,Bengaluru,South,India
C0045,Customer 0045,Consumer,Surat,West,India
C0046,Customer 0046,Consumer,Surat,West,India
C0047,Customer 0047,Corporate,Kochi,South,India
C0048,Customer 0048,Consumer,Bengaluru,South,India
C0049,Customer 0049,Small Business,Kolkata,East,India
C0050,Customer 0050,Small Business,Lucknow,North,India
C0051,Customer 0051,Consumer,Lucknow,North,India
C0052,Customer 0052,Consumer,Jaipur,North,India
C0053,Customer 0053,Consumer,Mumbai,West,India
C0054,Customer 0054,Corporate,Kolkata,East,India
C0055,Customer 0055,Consumer,Kolkata,East,India
C0056,Customer 0056,Small Business,Ahmedabad,West,India
C0057,Customer 0057,Corporate,Kochi,South,India
C0058,Customer 0058,Corporate,Guwahati,East,India
C0059,Customer 0059,Consumer,Chandigarh,North,India
C0060,Customer 0060,Small Business,Lucknow,North,India
C0061,Customer 0061,Consumer,Kolkata,East,India
C0062,Customer 0062,Consumer,Kochi,South,India
C0063,Customer 0063,Consumer,Ranchi,East,India
C0064,Customer 0064,Small Business,Ahmedabad,West,India
C0065,Customer 0065,Consumer,Ranchi,East,India
C0066,Customer 0066,Corporate,Guwahati,East,India
C0067,Customer 0067,Consumer,Bhubaneswar,East,India
C0068,Customer 0068,Small Business,Chennai,South,India
C0069,Customer 0069,Consumer,Lucknow,North,India
C0070,Customer 0070,Consumer,Hyderabad,South,India
C0071,Customer 0071,Small Business,Delhi,North,India
C0072,Customer 0072,Consumer,Kochi,South,India
C0073,Customer 0073,Consumer,Mumbai,West,India
C0074,Customer 0074,Corporate,Jaipur,North,India
C0075,Customer 0075,Consumer,Delhi,North,India
C0076,Customer 0076,Consumer,Hyderabad,South,India
C0077,Customer 0077,Consumer,Chennai,South,India
C0078,Customer 0078,Consumer,Bhubaneswar,East,India
C0079,Customer 0079,Small Business,Guwahati,East,India
C0080,Customer 0080,Corporate,Surat,West,India
C0081,Customer 0081,Consumer,Bhubaneswar,East,India
C0082,Customer 0082,Consumer,Kochi,South,India
C0083,Customer 0083,Consumer,Pune,West,India
C0084,Customer 0084,Corporate,Delhi,North,India
C0085,Customer 0085,Small Business,Delhi,North,India
C0086,Customer 0086,Small Business,Delhi,North,India
C0087,Customer 0087,Consumer,Guwahati,East,India
C0088,Customer 0088,Consumer,Hyderabad,South,India
C0089,Customer 0089,Consumer,Chandigarh,North,India
C0090,Customer 0090,Consumer,Chennai,South,India
C0091,Customer 0091,Consumer,Lucknow,North,India
C0092,Customer 0092,Corporate,Guwahati,East,India
C0093,Customer 0093,Consumer,Bengaluru,South,India
C0094,Customer 0094,Consumer,Bengaluru,South,India
C0095,Customer 0095,Consumer,Chennai,South,India
C0096,Customer 0096,Consumer,Bhubaneswar,East,India
C0097,Customer 0097,Consumer,Kochi,South,India
C0098,Customer 0098,Consumer,Jaipur,North,India
C0099,Customer 0099,Corporate,Lucknow,North,India
C0100,Customer 0100,Consumer,Ahmedabad,West,India
C0101,Customer 0101,Consumer,Pune,West,India
C0102,Customer 0102,Consumer,Guwahati,East,India
C0103,Customer 0103,Corporate,Hyderabad,South,India
C0104,Customer 0104,Consumer,Ahmedabad,West,India
C0105,Customer 0105,Corporate,Mumbai,West,India
C0106,Customer 0106,Small Business,Guwahati,East,India
C0107,Customer 0107,Corporate,Chennai,South,India
C0108,Customer 0108,Corporate,Kochi,South,India
C0109,Customer 0109,Consumer,Lucknow,North,India
C0110,Customer 0110,Small Business,Ahmedabad,West,India
C0111,Customer 0111,Consumer,Kochi,South,India
C0112,Customer 0112,Small Business,Jaipur,North,India
C0113,Customer 0113,Consumer,Bengaluru,South,India
C0114,Customer 0114,Consumer,Guwahati,East,India
C0115,Customer 0115,Consumer,Lucknow,North,India
C0116,Customer 0116,Corporate,Mumbai,West,India
C0117,Customer 0117,Consumer,Mumbai,West,India
C0118,Customer 0118,Consumer,Bhubaneswar,East,India
C0119,Customer 0119,Corporate,Kochi,South,India
C0120,Customer 0120,Small Business,Guwahati,East,India
C0121,Customer 0121,Consumer,Ranchi,East,India
C0122,Customer 0122,Consumer,Ranchi,East,India
C0123,Customer 0123,Consumer,Jaipur,North,India
C0124,Customer 0124,Corporate,Hyderabad,South,India
C0125,Customer 0125,Consumer,Chandigarh,North,India
C0126,Customer 0126,Small Business,Bengaluru,South,India
C0127,Customer 0127,Consumer,Chennai,South,India
C0128,Customer 0128,Consumer,Jaipur,North,India
C0129,Customer 0129,Consumer,Delhi,North,India
C0130,Customer 0130,Consumer,Kolkata,East,India
C0131,Customer 0131,Corporate,Delhi,North,India
C0132,Customer 0132,Consumer,Ahmedabad,West,India
C0133,Customer 0133,Consumer,Ranchi,East,India
C0134,Customer 0134,Small Business,Kochi,South,India
C0135,Customer 0135,Small Business,Bhubaneswar,East,India
C0136,Customer 0136,Small Business,Jaipur,North,India
C0137,Customer 0137,Consumer,Surat,West,India
C0138,Customer 0138,Corporate,Hyderabad,South,India
C0139,Customer 0139,Small Business,Pune,West,India
C0140,Customer 0140,Consumer,Chandigarh,North,India
C0141,Customer 0141,Consumer,Hyderabad,South,India
C0142,Customer 0142,Corporate,Chennai,South,India
C0143,Customer 0143,Consumer,Surat,West,India
C0144,Customer 0144,Consumer,Ranchi,East,India
C0145,Customer 0145,Small Business,Bengaluru,South,India
C0146,Customer 0146,Corporate,Hyderabad,South,India
C0147,Customer 0147,Consumer,Chennai,South,India
C0148,Customer 0148,Consumer,Guwahati,East,India
C0149,Customer 0149,Consumer,Chennai,South,India
C0150,Customer 0150,Consumer,Chandigarh,North,India
C0151,Customer 0151,Corporate,Pune,West,India
C0152,Customer 0152,Corporate,Mumbai,West,India
C0153,Customer 0153,Consumer,Lucknow,North,India
C0154,Customer 0154,Consumer,Kolkata,East,India
C0155,Customer 0155,Small Business,Chandigarh,North,India
C0156,Customer 0156,Consumer,Kolkata,East,India
C0157,Customer 0157,Consumer,Bengaluru,South,India
C0158,Customer 0158,Consumer,Bhubaneswar,East,India
C0159,Customer 0159,Corporate,Ranchi,East,India
C0160,Customer 0160,Consumer,Surat,West,India
C0161,Customer 0161,Corporate,Chandigarh,North,India
C0162,Customer 0162,Consumer,Ahmedabad,West,India
C0163,Customer 0163,Corporate,Lucknow,North,India
C0164,Customer 0164,Consumer,Delhi,North,India
C0165,Customer 0165,Consumer,Ranchi,East,India
C0166,Customer 0166,Consumer,Bengaluru,South,India
C0167,Customer 0167,Consumer,Mumbai,West,India
C0168,Customer 0168,Consumer,Pune,West,India
C0169,Customer 0169,Consumer,Bengaluru,South,India
C0170,Customer 0170,Consumer,Surat,West,India
C0171,Customer 0171,Consumer,Kochi,South,India
C0172,Customer 0172,Small Business,Chennai,South,India
C0173,Customer 0173,Consumer,Kochi,South,India
C0174,Customer 0174,Corporate,Surat,West,India
C0175,Customer 0175,Small Business,Lucknow,North,India
C0176,Customer 0176,Consumer,Lucknow,North,India
C0177,Customer 0177,Corporate,Hyderabad,South,India
C0178,Customer 0178,Small Business,Mumbai,West,India
C0179,Customer 0179,Corporate,Surat,West,India
C0180,Customer 0180,Consumer,Ahmedabad,West,India
C0181,Customer 0181,Consumer,Surat,West,India
C0182,Customer 0182,Consumer,Surat,West,India
C0183,Customer 0183,Consumer,Bengaluru,South,India
C0184,Customer 0184,Small Business,Chennai,South,India
C0185,Customer 0185,Small Business,Mumbai,West,India
C0186,Customer 0186,Consumer,Kolkata,East,India
C0187,Customer 0187,Corporate,Kochi,South,India
C0188,Customer 0188,Consumer,Lucknow,North,India
C0189,Customer 0189,Small Business,Surat,West,India
C0190,Customer 0190,Consumer,Kochi,South,India
C0191,Customer 0191,Small Business,Ahmedabad,West,India
C0192,Customer 0192,Corporate,Hyderabad,South,India
C0193,Customer 0193,Consumer,Lucknow,North,India
C0194,Customer 0194,Consumer,Ahmedabad,West,India
C0195,Customer 0195,Corporate,Jaipur,North,India
C0196,Customer 0196,Consumer,Delhi,North,India
C0197,Customer 0197,Consumer,Guwahati,East,India
C0198,Customer 0198,Small Business,Surat,West,India
C0199,Customer 0199,Consumer,Jaipur,North,India
C0200,Customer 0200,Consumer,Chennai,South,India
C0201,Customer 0201,Consumer,Mumbai,West,India
C0202,Customer 0202,Consumer,Mumbai,West,India
C0203,Customer 0203,Small Business,Hyderabad,South,India
C0204,Customer 0204,Consumer,Jaipur,North,India
C0205,Customer 0205,Consumer,Lucknow,North,India
C0206,Customer 0206,Consumer,Lucknow,North,India
C0207,Customer 0207,Small Business,Chandigarh,North,India
C0208,Customer 0208,Consumer,Ranchi,East,India
C0209,Customer 0209,Small Business,Jaipur,North,India
C0210,Customer 0210,Corporate,Chennai,South,India
C0211,Customer 0211,Corporate,Ranchi,East,India
C0212,Customer 0212,Small Business,Kolkata,East,India
C0213,Customer 0213,Corporate,Jaipur,North,India
C0214,Customer 0214,Small Business,Surat,West,India
C0215,Customer 0215,Consumer,Guwahati,East,India
C0216,Customer 0216,Corporate,Ranchi,East,India
C0217,Customer 0217,Consumer,Delhi,North,India
C0218,Customer 0218,Consumer,Jaipur,North,India
C0219,Customer 0219,Small Business,Surat,West,India
C0220,Customer 0220,Small Business,Hyderabad,South,India
C0221,Customer 0221,Corporate,Kochi,South,India
C0222,Customer 0222,Consumer,Chennai,South,India
C0223,Customer 0223,Consumer,Guwahati,East,India
C0224,Customer 0224,Consumer,Pune,West,India
C0225,Customer 0225,Consumer,Kochi,South,India
C0226,Customer 0226,Consumer,Mumbai,West,India
C0227,Customer 0227,Consumer,Chandigarh,North,India
C0228,Customer 0228,Consumer,Kolkata,East,India
C0229,Customer 0229,Corporate,Guwahati,East,India
C0230,Customer 0230,Consumer,Delhi,North,India
C0231,Customer 0231,Small Business,Chandigarh,North,India
C0232,Customer 0232,Corporate,Kochi,South,India
C0233,Customer 0233,Consumer,Pune,West,India
C0234,Customer 0234,Consumer,Kolkata,East,India
C0235,Customer 0235,Consumer,Mumbai,West,India
C0236,Customer 0236,Small Business,Mumbai,West,India
C0237,Customer 0237,Consumer,Kochi,South,India
C0238,Customer 0238,Consumer,Ahmedabad,West,India
C0239,Customer 0239,Small Business,Lucknow,North,India
C0240,Customer 0240,Small Business,Delhi,North,India
C0241,Customer 0241,Consumer,Pune,West,India
C0242,Customer 0242,Consumer,Mumbai,West,India
C0243,Customer 0243,Consumer,Chandigarh,North,India
C0244,Customer 0244,Consumer,Guwahati,East,India
C0245,Customer 0245,Consumer,Ranchi,East,India
C0246,Customer 0246,Consumer,Pune,West,India
C0247,Customer 0247,Small Business,Ranchi,East,India
C0248,Customer 0248,Consumer,Hyderabad,South,India
C0249,Customer 0249,Corporate,Chennai,South,India
C0250,Customer 0250,Consumer,Kochi,South,India
C0251,Customer 0251,Corporate,Bhubaneswar,East,India
C0252,Customer 0252,Corporate,Mumbai,West,India
C0253,Customer 0253,Small Business,Kochi,South,India
C0254,Customer 0254,Small Business,Kochi,South,India
C0255,Customer 0255,Consumer,Delhi,North,India
C0256,Customer 0256,Consumer,Surat,West,India
C0257,Customer 0257,Consumer,Surat,West,India
C0258,Customer 0258,Consumer,Lucknow,North,India
C0259,Customer 0259,Small Business,Chandigarh,North,India
C0260,Customer 0260,Consumer,Guwahati,East,India
C0261,Customer 0261,Corporate,Jaipur,North,India
C0262,Customer 0262,Consumer,Ahmedabad,West,India
C0263,Customer 0263,Consumer,Hyderabad,South,India
C0264,Customer 0264,Consumer,Jaipur,North,India
C0265,Customer 0265,Corporate,Ahmedabad,West,India
C0266,Customer 0266,Corporate,Jaipur,North,India
C0267,Customer 0267,Consumer,Hyderabad,South,India
C0268,Customer 0268,Consumer,Delhi,North,India
C0269,Customer 0269,Corporate,Delhi,North,India
C0270,Customer 0270,Consumer,Lucknow,North,India
C0271,Customer 0271,Small Business,Lucknow,North,India
C0272,Customer 0272,Consumer,Jaipur,North,India
C0273,Customer 0273,Consumer,Delhi,North,India
C0274,Customer 0274,Consumer,Ranchi,East,India
C0275,Customer 0275,Consumer,Kolkata,East,India
C0276,Customer 0276,Consumer,Chennai,South,India
C0277,Customer 0277,Consumer,Chennai,South,India
C0278,Customer 0278,Small Business,Bengaluru,South,India
C0279,Customer 0279,Consumer,Surat,West,India
C0280,Customer 0280,Consumer,Ahmedabad,West,India
C0281,Customer 0281,Consumer,Chandigarh,North,India
C0282,Customer 0282,Consumer,Jaipur,North,India
C0283,Customer 0283,Corporate,Delhi,North,India
C0284,Customer 0284,Consumer,Chennai,South,India
C0285,Customer 0285,Corporate,Guwahati,East,India
C0286,Customer 0286,Consumer,Chennai,South,India
C0287,Customer 0287,Small Business,Lucknow,North,India
C0288,Customer 0288,Consumer,Bengaluru,South,India
C0289,Customer 0289,Small Business,Kolkata,East,India
C0290,Customer 0290,Consumer,Jaipur,North,India
C0291,Customer 0291,Consumer,Surat,West,India
C0292,Customer 0292,Corporate,Chandigarh,North,India
C0293,Customer 0293,Corporate,Mumbai,West,India
C0294,Customer 0294,Corporate,Lucknow,North,India
C0295,Customer 0295,Consumer,Pune,West,India
C0296,Customer 0296,Corporate,Mumbai,West,India
C0297,Customer 0297,Small Business,Ahmedabad,West,India
C0298,Customer 0298,Corporate,Pune,West,India
C0299,Customer 0299,Consumer,Surat,West,India
C0300,Customer 0300,Corporate,Bhubaneswar,East,India
C0301,Customer 0301,Corporate,Ahmedabad,West,India
C0302,Customer 0302,Small Business,Jaipur,North,India
C0303,Customer 0303,Consumer,Kolkata,East,India
C0304,Customer 0304,Consumer,Chennai,South,India
C0305,Customer 0305,Corporate,Mumbai,West,India
C0306,Customer 0306,Consumer,Hyderabad,South,India
C0307,Customer 0307,Corporate,Kochi,South,India
C0308,Customer 0308,Consumer,Ranchi,East,India
C0309,Customer 0309,Consumer,Chennai,South,India
C0310,Customer 0310,Corporate,Chandigarh,North,India
C0311,Customer 0311,Consumer,Hyderabad,South,India
C0312,Customer 0312,Consumer,Hyderabad,South,India
C0313,Customer 0313,Corporate,Lucknow,North,India
C0314,Customer 0314,Corporate,Bengaluru,South,India
C0315,Customer 0315,Small Business,Bengaluru,South,India
C0316,Customer 0316,Consumer,Chennai,South,India
C0317,Customer 0317,Consumer,Chennai,South,India
C0318,Customer 0318,Small Business,Bhubaneswar,East,India
C0319,Customer 0319,Consumer,Kochi,South,India
C0320,Customer 0320,Consumer,Mumbai,West,India
C0321,Customer 0321,Consumer,Surat,West,India
C0322,Customer 0322,Consumer,Hyderabad,South,India
C0323,Customer 0323,Small Business,Hyderabad,South,India
C0324,Customer 0324,Corporate,Guwahati,East,India
C0325,Customer 0325,Corporate,Mumbai,West,India
C0326,Customer 0326,Consumer,Guwahati,East,India
C0327,Customer 0327,Consumer,Mumbai,West,India
C0328,Customer 0328,Consumer,Guwahati,East,India
C0329,Customer 0329,Consumer,Guwahati,East,India
C0330,Customer 0330,Consumer,Hyderabad,South,India
C0331,Customer 0331,Consumer,Bhubaneswar,East,India
C0332,Customer 0332,Consumer,Chandigarh,North,India
C0333,Customer 0333,Consumer,Bhubaneswar,East,India
C0334,Customer 0334,Corporate,Mumbai,West,India
C0335,Customer 0335,Consumer,Jaipur,North,India
C0336,Customer 0336,Consumer,Kolkata,East,India
C0337,Customer 0337,Corporate,Chandigarh,North,India
C0338,Customer 0338,Corporate,Guwahati,East,India
C0339,Customer 0339,Corporate,Delhi,North,India
C0340,Customer 0340,Consumer,Surat,West,India
C0341,Customer 0341,Corporate,Chandigarh,North,India
C0342,Customer 0342,Consumer,Mumbai,West,India
C0343,Customer 0343,Consumer,Ahmedabad,West,India
C0344,Customer 0344,Consumer,Guwahati,East,India
C0345,Customer 0345,Consumer,Ahmedabad,West,India
C0346,Customer 0346,Consumer,Surat,West,India
C0347,Customer 0347,Consumer,Pune,West,India
C0348,Customer 0348,Corporate,Kochi,South,India
C0349,Customer 0349,Consumer,Bhubaneswar,East,India
C0350,Customer 0350,Consumer,Jaipur,North,India
C0351,Customer 0351,Consumer,Kolkata,East,India
C0352,Customer 0352,Consumer,Jaipur,North,India
C0353,Customer 0353,Consumer,Bhubaneswar,East,India
C0354,Customer 0354,Consumer,Guwahati,East,India
C0355,Customer 0355,Consumer,Kochi,South,India
C0356,Customer 0356,Corporate,Ranchi,East,India
C0357,Customer 0357,Small Business,Surat,West,India
C0358,Customer 0358,Consumer,Mumbai,West,India
C0359,Customer 0359,Corporate,Bengaluru,South,India
C0360,Customer 0360,Small Business,Ranchi,East,India
C0361,Customer 0361,Small Business,Pune,West,India
C0362,Customer 0362,Corporate,Delhi,North,India
C0363,Customer 0363,Small Business,Chandigarh,North,India
C0364,Customer 0364,Small Business,Lucknow,North,India
C0365,Customer 0365,Corporate,Bhubaneswar,East,India
C0366,Customer 0366,Consumer,Bengaluru,South,India
C0367,Customer 0367,Consumer,Ahmedabad,West,India
C0368,Customer 0368,Consumer,Kolkata,East,India
C0369,Customer 0369,Consumer,Chennai,South,India
C0370,Customer 0370,Consumer,Mumbai,West,India
C0371,Customer 0371,Consumer,Ahmedabad,West,India
C0372,Customer 0372,Consumer,Chennai,South,India
C0373,Customer 0373,Consumer,Kochi,South,India
C0374,Customer 0374,Corporate,Chennai,South,India
C0375,Customer 0375,Consumer,Delhi,North,India
C0376,Customer 0376,Consumer,Delhi,North,India
C0377,Customer 0377,Corporate,Mumbai,West,India
C0378,Customer 0378,Corporate,Chennai,South,India
C0379,Customer 0379,Small Business,Bengaluru,South,India
C0380,Customer 0380,Small Business,Bhubaneswar,East,India
C0381,Customer 0381,Small Business,Ranchi,East,India
C0382,Customer 0382,Consumer,Surat,West,India
C0383,Customer 0383,Consumer,Ahmedabad,West,India
C0384,Customer 0384,Consumer,Kochi,South,India
C0385,Customer 0385,Corporate,Kochi,South,India
C0386,Customer 0386,Small Business,Ahmedabad,West,India
C0387,Customer 0387,Consumer,Ranchi,East,India
C0388,Customer 0388,Consumer,Mumbai,West,India
C0389,Customer 0389,Consumer,Lucknow,North,India
C0390,Customer 0390,Consumer,Pune,West,India
C0391,Customer 0391,Consumer,Guwahati,East,India
C0392,Customer 0392,Consumer,Lucknow,North,India
C0393,Customer 0393,Small Business,Bhubaneswar,East,India
C0394,Customer 0394,Consumer,Kolkata,East,India
C0395,Customer 0395,Corporate,Chandigarh,North,India
C0396,Customer 0396,Corporate,Chennai,South,India
C0397,Customer 0397,Consumer,Surat,West,India
C0398,Customer 0398,Consumer,Kochi,South,India
C0399,Customer 0399,Corporate,Hyderabad,South,India
C0400,Customer 0400,Consumer,Kochi,South,India
C0401,Customer 0401,Small Business,Chennai,South,India
C0402,Customer 0402,Consumer,Pune,West,India
C0403,Customer 0403,Corporate,Surat,West,India
C0404,Customer 0404,Corporate,Jaipur,North,India
C0405,Customer 0405,Consumer,Ahmedabad,West,India
C0406,Customer 0406,Consumer,Pune,West,India
C0407,Customer 0407,Small Business,Hyderabad,South,India
C0408,Customer 0408,Consumer,Surat,West,India
C0409,Customer 0409,Consumer,Chandigarh,North,India
C0410,Customer 0410,Consumer,Mumbai,West,India
C0411,Customer 0411,Consumer,Kolkata,East,India
C0412,Customer 0412,Corporate,Kolkata,East,India
C0413,Customer 0413,Corporate,Chandigarh,North,India
C0414,Customer 0414,Consumer,Ahmedabad,West,India
C0415,Customer 0415,Corporate,Lucknow,North,India
C0416,Customer 0416,Consumer,Bengaluru,South,India
C0417,Customer 0417,Consumer,Lucknow,North,India
C0418,Customer 0418,Consumer,Ahmedabad,West,India
C0419,Customer 0419,Small Business,Delhi,North,India
C0420,Customer 0420,Consumer,Pune,West,India
C0421,Customer 0421,Consumer,Bhubaneswar,East,India
C0422,Customer 0422,Consumer,Lucknow,North,India
C0423,Customer 0423,Corporate,Lucknow,North,India
C0424,Customer 0424,Consumer,Lucknow,North,India
C0425,Customer 0425,Consumer,Guwahati,East,India
C0426,Customer 0426,Corporate,Pune,West,India
C0427,Customer 0427,Consumer,Chandigarh,North,India
C0428,Customer 0428,Consumer,Surat,West,India
C0429,Customer 0429,Consumer,Delhi,North,India
C0430,Customer 0430,Consumer,Pune,West,India
C0431,Customer 0431,Consumer,Mumbai,West,India
C0432,Customer 0432,Small Business,Pune,West,India
C0433,Customer 0433,Corporate,Bhubaneswar,East,India
C0434,Customer 0434,Corporate,Mumbai,West,India
C0435,Customer 0435,Small Business,Chandigarh,North,India
C0436,Customer 0436,Consumer,Lucknow,North,India
C0437,Customer 0437,Consumer,Jaipur,North,India
C0438,Customer 0438,Small Business,Kochi,South,India
C0439,Customer 0439,Consumer,Surat,West,India
C0440,Customer 0440,Corporate,Ranchi,East,India
C0441,Customer 0441,Corporate,Pune,West,India
C0442,Customer 0442,Consumer,Lucknow,North,India
C0443,Customer 0443,Consumer,Ranchi,East,India
C0444,Customer 0444,Consumer,Lucknow,North,India
C0445,Customer 0445,Consumer,Chennai,South,India
C0446,Customer 0446,Consumer,Kolkata,East,India
C0447,Customer 0447,Consumer,Ahmedabad,West,India
C0448,Customer 0448,Corporate,Ranchi,East,India
C0449,Customer 0449,Small Business,Lucknow,North,India
C0450,Customer 0450,Corporate,Guwahati,East,India
C0451,Customer 0451,Consumer,Delhi,North,India
C0452,Customer 0452,Consumer,Pune,West,India
C0453,Customer 0453,Consumer,Guwahati,East,India
C0454,Customer 0454,Consumer,Jaipur,North,India
C0455,Customer 0455,Small Business,Chandigarh,North,India
C0456,Customer 0456,Consumer,Chandigarh,North,India
C0457,Customer 0457,Consumer,Mumbai,West,India
C0458,Customer 0458,Corporate,Chennai,South,India
C0459,Customer 0459,Consumer,Ahmedabad,West,India
C0460,Customer 0460,Consumer,Kolkata,East,India
C0461,Customer 0461,Consumer,Ranchi,East,India
C0462,Customer 0462,Corporate,Delhi,North,India
C0463,Customer 0463,Corporate,Ahmedabad,West,India
C0464,Customer 0464,Consumer,Chennai,South,India
C0465,Customer 0465,Small Business,Ranchi,East,India
C0466,Customer 0466,Small Business,Ranchi,East,India
C0467,Customer 0467,Corporate,Guwahati,East,India
C0468,Customer 0468,Consumer,Ahmedabad,West,India
C0469,Customer 0469,Consumer,Jaipur,North,India
C0470,Customer 0470,Small Business,Hyderabad,South,India
C0471,Customer 0471,Consumer,Bengaluru,South,India
C0472,Customer 0472,Corporate,Chennai,South,India
C0473,Customer 0473,Corporate,Delhi,North,India
C0474,Customer 0474,Consumer,Chandigarh,North,India
C0475,Customer 0475,Corporate,Hyderabad,South,India
C0476,Customer 0476,Small Business,Bengaluru,South,India
C0477,Customer 0477,Corporate,Bengaluru,South,India
C0478,Customer 0478,Consumer,Ranchi,East,India
C0479,Customer 0479,Small Business,Bhubaneswar,East,India
C0480,Customer 0480,Consumer,Bengaluru,South,India
C0481,Customer 0481,Corporate,Hyderabad,South,India
C0482,Customer 0482,Corporate,Jaipur,North,India
C0483,Customer 0483,Corporate,Ranchi,East,India
C0484,Customer 0484,Consumer,Kochi,South,India
C0485,Customer 0485,Consumer,Lucknow,North,India
C0486,Customer 0486,Consumer,Hyderabad,South,India
C0487,Customer 0487,Consumer,Chennai,South,India
C0488,Customer 0488,Consumer,Lucknow,North,India
C0489,Customer 0489,Corporate,Bhubaneswar,East,India
C0490,Customer 0490,Consumer,Bhubaneswar,East,India
C0491,Customer 0491,Corporate,Ranchi,East,India
C0492,Customer 0492,Small Business,Ranchi,East,India
C0493,Customer 0493,Consumer,Bhubaneswar,East,India
C0494,Customer 0494,Corporate,Hyderabad,South,India
C0495,Customer 0495,Corporate,Surat,West,India
C0496,Customer 0496,Consumer,Ranchi,East,India
C0497,Customer 0497,Consumer,Bengaluru,South,India
C0498,Customer 0498,Corporate,Guwahati,East,India
C0499,Customer 0499,Small Business,Bengaluru,South,India
C0500,Customer 0500,Corporate,Kochi,South,India
C0501,Customer 0501,Small Business,Kolkata,East,India
C0502,Customer 0502,Small Business,Surat,West,India
C0503,Customer 0503,Consumer,Mumbai,West,India
C0504,Customer 0504,Corporate,Chennai,South,India
C0505,Customer 0505,Consumer,Kolkata,East,India
C0506,Customer 0506,Small Business,Surat,West,India
C0507,Customer 0507,Consumer,Chennai,South,India
C0508,Customer 0508,Consumer,Ahmedabad,West,India
C0509,Customer 0509,Small Business,Bengaluru,South,India
C0510,Customer 0510,Consumer,Chandigarh,North,India
C0511,Customer 0511,Corporate,Lucknow,North,India
C0512,Customer 0512,Consumer,Surat,West,India
C0513,Customer 0513,Small Business,Delhi,North,India
C0514,Customer 0514,Small Business,Chennai,South,India
C0515,Customer 0515,Consumer,Chennai,South,India
C0516,Customer 0516,Corporate,Jaipur,North,India
C0517,Customer 0517,Consumer,Hyderabad,South,India
C0518,Customer 0518,Corporate,Mumbai,West,India
C0519,Customer 0519,Corporate,Lucknow,North,India
C0520,Customer 0520,Corporate,Mumbai,West,India
C0521,Customer 0521,Consumer,Pune,West,India
C0522,Customer 0522,Consumer,Kochi,South,India
C0523,Customer 0523,Corporate,Jaipur,North,India
C0524,Customer 0524,Consumer,Bhubaneswar,East,India
C0525,Customer 0525,Consumer,Lucknow,North,India
C0526,Customer 0526,Consumer,Chennai,South,India
C0527,Customer 0527,Consumer,Ahmedabad,West,India
C0528,Customer 0528,Small Business,Mumbai,West,India
C0529,Customer 0529,Consumer,Mumbai,West,India
C0530,Customer 0530,Consumer,Chennai,South,India
C0531,Customer 0531,Small Business,Guwahati,East,India
C0532,Customer 0532,Consumer,Ranchi,East,India
C0533,Customer 0533,Corporate,Chennai,South,India
C0534,Customer 0534,Consumer,Ranchi,East,India
C0535,Customer 0535,Small Business,Jaipur,North,India
C0536,Customer 0536,Corporate,Delhi,North,India
